,Julian Day,Julian Day QC,Latitude,Longitude,Position QC,Pressure,Pressure QC,Temperature Adjusted,Temperature Adjusted QC,Temperature,Temperature QC,Salinity Adjusted,Salinity Adjusted QC,Salinity,Salinity QC,Oxygen,Oxygen QC,Nitrate,Nitrate QC,pH,pH QC,Yearday
294922,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,191.24000549316406,1.0,9.305679415938378,8.0,9.329440116882324,8.0,34.75130876909809,8.0,34.587318420410156,8.0,233.345703125,1.0,17.300243377685547,1.0,7.98617696762085,1.0,963.9050810453185
294928,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,201.23001098632812,1.0,9.36565521122253,8.0,9.390910148620605,8.0,34.76736965011459,8.0,34.60327911376953,8.0,230.1210174560547,1.0,17.42842674255371,1.0,7.98034143447876,1.0,963.9050810453185
294934,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,211.40000915527344,1.0,9.50296521544073,8.0,9.530119895935059,8.0,34.797336397164,8.0,34.633018493652344,8.0,224.01475524902344,1.0,17.407058715820312,1.0,7.975687026977539,1.0,963.9050810453185
294940,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,220.9600067138672,1.0,9.8568435356534,8.0,9.887399673461914,8.0,34.89104623056057,8.0,34.726200103759766,8.0,219.08843994140625,1.0,17.007251739501953,1.0,7.976593971252441,1.0,963.9050810453185
294946,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,231.85000610351562,1.0,9.722227137841045,8.0,9.753410339355469,8.0,34.8693049421058,8.0,34.704463958740234,8.0,219.6138458251953,1.0,17.256908416748047,1.0,7.976789951324463,1.0,963.9050810453185
294952,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,241.49000549316406,1.0,9.65700921102858,8.0,9.689014434814453,8.0,34.85988248599169,8.0,34.69499969482422,8.0,218.80389404296875,1.0,17.55195426940918,1.0,7.976256370544434,1.0,963.9050810453185
294958,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,251.52000427246094,1.0,9.584912920061958,8.0,9.617919921875,8.0,34.858968554660535,8.0,34.694000244140625,8.0,217.18353271484375,1.0,17.861351013183594,1.0,7.97479772567749,1.0,963.9050810453185
294964,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,261.2099914550781,1.0,9.493605628674905,8.0,9.527424812316895,8.0,34.852435400733846,8.0,34.68747329711914,8.0,216.33651733398438,1.0,18.09272575378418,1.0,7.973110198974609,1.0,963.9050810453185
294970,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,271.5199890136719,1.0,9.428923490083877,8.0,9.463640213012695,8.0,34.84426757790139,8.0,34.6793212890625,8.0,216.17343139648438,1.0,18.36034393310547,1.0,7.9683356285095215,1.0,963.9050810453185
294976,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,281.739990234375,1.0,9.226420095475858,8.0,9.26134967803955,8.0,34.81551334030712,8.0,34.65068054199219,8.0,216.9246368408203,1.0,18.71426010131836,1.0,7.969714641571045,1.0,963.9050810453185
294982,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,290.5400085449219,1.0,9.11494099275846,8.0,9.150290489196777,8.0,34.79719658118214,8.0,34.63243103027344,8.0,217.8158416748047,1.0,19.004436492919922,1.0,7.965948581695557,1.0,963.9050810453185
294987,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,299.760009765625,1.0,8.640063449400344,8.0,8.673999786376953,8.0,34.718409889602235,8.0,34.55399703979492,8.0,221.48056030273438,1.0,19.913257598876953,1.0,7.964363098144531,1.0,963.9050810453185
294994,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,311.2900085449219,1.0,8.531551175045813,8.0,8.566349983215332,8.0,34.710418546460275,8.0,34.54600143432617,8.0,219.97731018066406,1.0,20.26580047607422,1.0,7.952594757080078,1.0,963.9050810453185
295000,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,321.1700134277344,1.0,8.449231120851225,8.0,8.484829902648926,8.0,34.70642823753084,8.0,34.541988372802734,8.0,219.11032104492188,1.0,20.583398818969727,1.0,7.950228214263916,1.0,963.9050810453185
295006,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,331.0500183105469,1.0,8.367436024794687,8.0,8.403775215148926,8.0,34.69944828647351,8.0,34.53499984741211,8.0,218.39317321777344,1.0,20.788272857666016,1.0,7.9498772621154785,1.0,963.9050810453185
295012,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,341.44000244140625,1.0,8.282058531773567,8.0,8.319239616394043,8.0,34.696479656700376,8.0,34.53200149536133,8.0,216.76231384277344,1.0,21.06865119934082,1.0,7.949536323547363,1.0,963.9050810453185
295018,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,351.2799987792969,1.0,8.244397894937128,8.0,8.28264045715332,8.0,34.703313175730806,8.0,34.538761138916016,8.0,215.7324676513672,1.0,21.196592330932617,1.0,7.949791431427002,1.0,963.9050810453185
295024,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,361.8000183105469,1.0,8.128772284571127,8.0,8.167799949645996,8.0,34.70240981086282,8.0,34.537818908691406,8.0,213.50814819335938,1.0,21.573434829711914,1.0,7.939966201782227,1.0,963.9050810453185
295035,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,380.7200012207031,1.0,7.957215632927598,8.0,7.997600078582764,8.0,34.69362572971354,8.0,34.52899932861328,8.0,211.42633056640625,1.0,22.298402786254883,1.0,7.935699462890625,1.0,963.9050810453185
295046,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,401.0199890136719,1.0,7.800019398313139,8.0,7.841829776763916,8.0,34.680213293471645,8.0,34.515567779541016,8.0,210.47239685058594,1.0,22.708959579467773,1.0,7.93256139755249,1.0,963.9050810453185
295071,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,449.1499938964844,1.0,7.1912120986045736,8.0,7.235199928283691,8.0,34.63407682833124,8.0,34.469512939453125,8.0,209.11795043945312,1.0,24.37095069885254,1.0,7.926062107086182,1.0,963.9050810453185
295098,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,501.1499938964844,1.0,6.537587420586901,8.0,6.583584785461426,8.0,34.59000134008723,8.0,34.42550277709961,8.0,207.5986785888672,1.0,26.017688751220703,1.0,7.915984153747559,1.0,963.9050810453185
295124,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,550.72998046875,1.0,6.171481291100973,8.0,6.22042989730835,8.0,34.57360299948179,8.0,34.409000396728516,8.0,207.27902221679688,1.0,27.012704849243164,1.0,7.9094319343566895,1.0,963.9050810453185
295150,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,601.25,1.0,5.693679296061351,8.0,5.744745254516602,8.0,34.5465714847472,8.0,34.38190841674805,8.0,207.79002380371094,1.0,28.15311622619629,1.0,7.8990912437438965,1.0,963.9050810453185
295176,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,651.1799926757812,1.0,5.168846701794858,8.0,5.221370220184326,8.0,34.51719783042834,8.0,34.35248947143555,8.0,208.56932067871094,1.0,29.038684844970703,1.0,7.8973517417907715,1.0,963.9050810453185
295201,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,699.6099853515625,1.0,4.6126298815439775,8.0,4.665925025939941,8.0,34.486741040729434,8.0,34.321998596191406,8.0,210.03746032714844,1.0,30.0985107421875,1.0,7.888275146484375,1.0,963.9050810453185
295228,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,751.2999877929688,1.0,4.433759304111391,8.0,4.4905900955200195,8.0,34.50704323898674,8.0,34.34199905395508,8.0,203.89955139160156,1.0,30.757532119750977,1.0,7.884767532348633,1.0,963.9050810453185
295254,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,801.6499633789062,1.0,4.141637344250676,8.0,4.200689792633057,8.0,34.49721852645762,8.0,34.3320198059082,8.0,205.83824157714844,1.0,31.381288528442383,1.0,7.8817362785339355,1.0,963.9050810453185
295280,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,851.6900024414062,1.0,3.421420900736356,8.0,3.478879928588867,8.0,34.43060263811887,8.0,34.26552963256836,8.0,213.99215698242188,1.0,32.173519134521484,1.0,7.872530460357666,1.0,963.9050810453185
295306,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,900.969970703125,1.0,3.4202976863149934,8.0,3.482100009918213,8.0,34.47830034756671,8.0,34.312808990478516,8.0,201.42471313476562,1.0,32.80940628051758,1.0,7.86302375793457,1.0,963.9050810453185
295332,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,951.5199584960938,1.0,3.3589541311062243,8.0,3.424720048904419,8.0,34.52085799234844,8.0,34.355079650878906,8.0,193.34425354003906,1.0,33.21636199951172,1.0,7.848137378692627,1.0,963.9050810453185
295347,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1000.199951171875,1.0,3.3089858744036444,1.0,3.378499984741211,1.0,34.54907175085717,1.0,34.38309860229492,1.0,188.46827697753906,1.0,33.52738952636719,1.0,7.8438496589660645,1.0,963.9050810453185
295348,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1099.52001953125,1.0,3.147782601610407,1.0,3.2244999408721924,1.0,34.614869004137624,1.0,34.448299407958984,1.0,178.05685424804688,1.0,33.87979507446289,1.0,7.83954381942749,1.0,963.9050810453185
295349,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1199.3800048828125,1.0,2.813753125047953,1.0,2.8954999446868896,1.0,34.644152228905625,1.0,34.47710037231445,1.0,174.08517456054688,1.0,34.4340705871582,1.0,7.8241448402404785,1.0,963.9050810453185
295350,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1299.7200927734375,1.0,2.8668597089236143,1.0,2.957900047302246,1.0,34.7108237166307,1.0,34.54309844970703,1.0,170.1139678955078,1.0,33.84938049316406,1.0,7.83326530456543,1.0,963.9050810453185
295351,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1399.7100830078125,1.0,2.7231495657795484,1.0,2.8210999965667725,1.0,34.74729082766635,1.0,34.5791015625,1.0,168.97811889648438,1.0,33.87677001953125,1.0,7.833289623260498,1.0,963.9050810453185
295352,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1499.8699951171875,1.0,2.615231004974594,1.0,2.7204999923706055,1.0,34.784043789585176,1.0,34.615501403808594,1.0,170.0752410888672,1.0,33.239341735839844,1.0,7.8356475830078125,1.0,963.9050810453185
295353,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1598.97998046875,1.0,2.519960436011446,1.0,2.6326000690460205,1.0,34.81784498985225,1.0,34.64899826049805,1.0,172.2547607421875,1.0,32.617210388183594,1.0,7.838155746459961,1.0,963.9050810453185
295354,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1699.830078125,1.0,2.4555918854230243,1.0,2.5761001110076904,1.0,34.841702530440585,1.0,34.67259979248047,1.0,174.40093994140625,1.0,32.37106704711914,1.0,7.84276008605957,1.0,963.9050810453185
295355,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1799.02001953125,1.0,2.3856179712875654,1.0,2.5139000415802,1.0,34.87077888981535,1.0,34.70140075683594,1.0,178.44898986816406,1.0,31.65448570251465,1.0,7.850888729095459,1.0,963.9050810453185
295356,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1899.2100830078125,1.0,2.28778783151786,1.0,2.4235000610351562,1.0,34.8949210882077,1.0,34.72529983520508,1.0,182.6153564453125,1.0,31.040937423706055,1.0,7.85813570022583,1.0,963.9050810453185
295357,2021-08-21 21:43:19.002315520,1,-45.51,84.444,1,1998.6300048828125,1.0,2.210358774798629,1.0,2.3536999225616455,1.0,34.91092429739877,1.0,34.7411003112793,1.0,185.47561645507812,1.0,30.64986801147461,1.0,7.86350154876709,1.0,963.9050810453185
295362,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,8.0600004196167,1.0,8.393698084309714,8.0,8.393939971923828,8.0,34.55780319933147,8.0,34.39500045776367,8.0,272.2117919921875,1.0,17.162612915039062,1.0,8.0208158493042,1.0,974.0986342621096
295366,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,13.65000057220459,1.0,8.409594997273972,8.0,8.410439491271973,8.0,34.55973153590179,8.0,34.39699935913086,8.0,271.85882568359375,1.0,17.0975399017334,1.0,8.017739295959473,1.0,974.0986342621096
295370,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,19.420000076293945,1.0,8.408901347920478,8.0,8.410330772399902,8.0,34.55931713741247,8.0,34.396663665771484,8.0,271.8500061035156,1.0,17.140888214111328,1.0,8.018158912658691,1.0,974.0986342621096
295374,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,25.489999771118164,1.0,8.411823890170405,8.0,8.413900375366211,8.0,34.56079565292903,8.0,34.39799880981445,8.0,271.9380187988281,1.0,17.14720344543457,1.0,8.018956184387207,1.0,974.0986342621096
295378,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,31.350000381469727,1.0,8.410662242562811,8.0,8.413326263427734,8.0,34.55991240185857,8.0,34.39699935913086,8.0,271.8988952636719,1.0,17.105993270874023,1.0,8.01833724975586,1.0,974.0986342621096
295382,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,37.58000183105469,1.0,8.4166619156378,8.0,8.420000076293945,8.0,34.561929874773575,8.0,34.39899826049805,8.0,271.8479919433594,1.0,17.054752349853516,1.0,8.018120765686035,1.0,974.0986342621096
295386,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,43.619998931884766,1.0,8.41604001358066,8.0,8.420000076293945,8.0,34.56194394108018,8.0,34.39899826049805,8.0,271.9327697753906,1.0,17.079010009765625,1.0,8.018074035644531,1.0,974.0986342621096
295390,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,49.380001068115234,1.0,8.417445855099398,8.0,8.42199993133545,8.0,34.56196069574278,8.0,34.39899826049805,8.0,271.8702697753906,1.0,17.079744338989258,1.0,8.019927024841309,1.0,974.0986342621096
295394,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,55.15999984741211,1.0,8.414710383842515,8.0,8.419859886169434,8.0,34.56196867615352,8.0,34.39899826049805,8.0,271.9313049316406,1.0,16.796768188476562,1.0,8.019463539123535,1.0,974.0986342621096
295398,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,61.310001373291016,1.0,8.420001161690488,8.0,8.425829887390137,8.0,34.56460148621764,8.0,34.401611328125,8.0,271.8883361816406,1.0,17.11432456970215,1.0,8.019478797912598,1.0,974.0986342621096
295402,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,66.43999481201172,1.0,8.419637460181937,8.0,8.425999641418457,8.0,34.5648222629271,8.0,34.401824951171875,8.0,271.93743896484375,1.0,17.035083770751953,1.0,8.01965045928955,1.0,974.0986342621096
295405,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,71.28999328613281,1.0,8.418760089105634,8.0,8.425600051879883,8.0,34.563398445271154,8.0,34.4004020690918,8.0,271.8681640625,1.0,17.151386260986328,1.0,8.021361351013184,1.0,974.0986342621096
295409,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,76.94999694824219,1.0,8.419994174018795,8.0,8.427430152893066,8.0,34.56400863727516,8.0,34.4010009765625,8.0,271.8558044433594,1.0,16.934755325317383,1.0,8.020709991455078,1.0,974.0986342621096
295413,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,83.97999572753906,1.0,8.417924616503928,8.0,8.426054954528809,8.0,34.562017210767024,8.0,34.39899826049805,8.0,271.73907470703125,1.0,17.068294525146484,1.0,8.022638320922852,1.0,974.0986342621096
295418,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,92.05999755859375,1.0,8.417061298740355,8.0,8.426029205322266,8.0,34.56205642482854,8.0,34.39901351928711,8.0,271.63690185546875,1.0,16.98187828063965,1.0,8.021089553833008,1.0,974.0986342621096
295424,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,100.5999984741211,1.0,8.426091478796378,8.0,8.435979843139648,8.0,34.56382174994066,8.0,34.4007453918457,8.0,271.5378112792969,1.0,17.041242599487305,1.0,8.019054412841797,1.0,974.0986342621096
295430,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,111.44999694824219,1.0,8.418697031939654,8.0,8.429679870605469,8.0,34.56209023852597,8.0,34.39899826049805,8.0,271.6365966796875,1.0,16.99225616455078,1.0,8.020689010620117,1.0,974.0986342621096
295436,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,121.43999481201172,1.0,8.418976857015144,8.0,8.430999755859375,8.0,34.56211195828051,8.0,34.39899826049805,8.0,271.58349609375,1.0,16.969356536865234,1.0,8.020545959472656,1.0,974.0986342621096
295442,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,131.26998901367188,1.0,8.4143829495685,8.0,8.427410125732422,8.0,34.56112920857657,8.0,34.39799880981445,8.0,271.47344970703125,1.0,16.976669311523438,1.0,8.020539283752441,1.0,974.0986342621096
295448,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,141.27999877929688,1.0,8.410190715924845,8.0,8.42424201965332,8.0,34.560146910979974,8.0,34.39699935913086,8.0,271.578857421875,1.0,17.094053268432617,1.0,8.019911766052246,1.0,974.0986342621096
295454,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,150.80999755859375,1.0,8.405317688483024,8.0,8.42035961151123,8.0,34.56016775406712,8.0,34.39699935913086,8.0,271.7554626464844,1.0,17.024600982666016,1.0,8.021093368530273,1.0,974.0986342621096
295460,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,160.94000244140625,1.0,8.404914679092178,8.0,8.420999526977539,8.0,34.55923185347422,8.0,34.395999908447266,8.0,271.5921325683594,1.0,16.967090606689453,1.0,8.019109725952148,1.0,974.0986342621096
295466,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,171.77999877929688,1.0,8.40660878430666,8.0,8.423845291137695,8.0,34.56015292546948,8.0,34.39684295654297,8.0,271.2864074707031,1.0,17.074678421020508,1.0,8.018736839294434,1.0,974.0986342621096
295472,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,180.83999633789062,1.0,8.403576528350364,8.0,8.42175006866455,8.0,34.55960784662855,8.0,34.39624786376953,8.0,271.28662109375,1.0,17.06208610534668,1.0,8.019237518310547,1.0,974.0986342621096
295478,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,190.5800018310547,1.0,8.396078923344595,8.0,8.415245056152344,8.0,34.558402857770986,8.0,34.39500045776367,8.0,271.44647216796875,1.0,17.180875778198242,1.0,8.018670082092285,1.0,974.0986342621096
295484,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,201.75999450683594,1.0,8.397492094656762,8.0,8.417835235595703,8.0,34.55845834622645,8.0,34.39500045776367,8.0,271.2874755859375,1.0,17.05353546142578,1.0,8.017518043518066,1.0,974.0986342621096
295490,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,211.63999938964844,1.0,8.40224593555051,8.0,8.423649787902832,8.0,34.55934530463301,8.0,34.395774841308594,8.0,271.0496826171875,1.0,17.090547561645508,1.0,8.016044616699219,1.0,974.0986342621096
295496,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,221.75,1.0,8.394569901015782,8.0,8.416999816894531,8.0,34.55767598363954,8.0,34.39400100708008,8.0,271.3072509765625,1.0,16.947927474975586,1.0,8.014233589172363,1.0,974.0986342621096
295502,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,230.13999938964844,1.0,8.393660342167719,8.0,8.416975021362305,8.0,34.557769716585604,8.0,34.39400100708008,8.0,271.1683349609375,1.0,16.93208122253418,1.0,8.015701293945312,1.0,974.0986342621096
295508,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,241.66000366210938,1.0,8.392271143973979,8.0,8.41678524017334,8.0,34.55689420454223,8.0,34.393001556396484,8.0,270.3041687011719,1.0,17.04174041748047,1.0,8.014792442321777,1.0,974.0986342621096
295514,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,251.11000061035156,1.0,8.396524217535292,8.0,8.422080039978027,8.0,34.559027373981586,8.0,34.39501953125,8.0,268.35125732421875,1.0,16.847951889038086,1.0,8.012245178222656,1.0,974.0986342621096
295520,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,261.6199951171875,1.0,8.495802834880271,8.0,8.52308464050293,8.0,34.584994689457915,8.0,34.42082977294922,8.0,261.4168701171875,1.0,16.726654052734375,1.0,8.006631851196289,1.0,974.0986342621096
295526,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,271.16998291015625,1.0,8.63750862458593,8.0,8.666640281677246,8.0,34.61820758994869,8.0,34.453861236572266,8.0,251.34193420410156,1.0,16.886056900024414,1.0,8.002360343933105,1.0,974.0986342621096
295532,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,281.7699890136719,1.0,9.160847631994029,8.0,9.19495964050293,8.0,34.77720732976666,8.0,34.61207962036133,8.0,222.39682006835938,1.0,17.751480102539062,1.0,7.993035316467285,1.0,974.0986342621096
295538,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,291.04998779296875,1.0,9.19074192344256,8.0,9.226479530334473,8.0,34.80636835759018,8.0,34.64107894897461,8.0,219.2987823486328,1.0,18.58835792541504,1.0,7.968886375427246,1.0,974.0986342621096
295544,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,301.32000732421875,1.0,9.123679247092312,8.0,9.160440444946289,8.0,34.80754406796862,8.0,34.6422233581543,8.0,216.8285675048828,1.0,18.93073081970215,1.0,7.968390464782715,1.0,974.0986342621096
295550,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,311.510009765625,1.0,9.132976686714663,8.0,9.171059608459473,8.0,34.816282387995905,8.0,34.65087127685547,8.0,216.23350524902344,1.0,19.06038475036621,1.0,7.96874475479126,1.0,974.0986342621096
295556,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,321.3500061035156,1.0,8.964175748929868,8.0,9.002449989318848,8.0,34.78787876285938,8.0,34.62255096435547,8.0,218.7661590576172,1.0,19.347049713134766,1.0,7.967949867248535,1.0,974.0986342621096
295562,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,331.4800109863281,1.0,8.525650643974318,8.0,8.562694549560547,8.0,34.715033886021445,8.0,34.54999923706055,8.0,223.16781616210938,1.0,20.016983032226562,1.0,7.9634175300598145,1.0,974.0986342621096
295568,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,340.94000244140625,1.0,8.407284325922543,8.0,8.444725036621094,8.0,34.69589220423211,8.0,34.53089904785156,8.0,225.52928161621094,1.0,20.383108139038086,1.0,7.962427616119385,1.0,974.0986342621096
295574,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,350.79998779296875,1.0,7.989608812649023,8.0,8.025994300842285,8.0,34.63439869173936,8.0,34.46964645385742,8.0,227.5914306640625,1.0,20.814847946166992,1.0,7.959874153137207,1.0,974.0986342621096
295580,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,360.8699951171875,1.0,7.644220935404362,8.0,7.679999828338623,8.0,34.588976463370294,8.0,34.42438888549805,8.0,229.48016357421875,1.0,21.71974754333496,1.0,7.9532270431518555,1.0,974.0986342621096
295591,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,381.260009765625,1.0,7.5331325861441005,8.0,7.570605278015137,8.0,34.584519206214836,8.0,34.41984939575195,8.0,224.6941680908203,1.0,22.158363342285156,1.0,7.951330184936523,1.0,974.0986342621096
295602,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,401.67999267578125,1.0,7.446378456449938,8.0,7.485995292663574,8.0,34.60590005029812,8.0,34.44102478027344,8.0,219.11375427246094,1.0,22.781225204467773,1.0,7.93913459777832,1.0,974.0986342621096
295628,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,451.0199890136719,1.0,7.073232367598294,8.0,7.1166300773620605,8.0,34.61011265096597,8.0,34.445068359375,8.0,213.89617919921875,1.0,24.3166446685791,1.0,7.925495624542236,1.0,974.0986342621096
295654,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,500.9599914550781,1.0,6.534662576833593,8.0,6.580689907073975,8.0,34.59411447894342,8.0,34.42900085449219,8.0,208.7126922607422,1.0,25.996253967285156,1.0,7.916692733764648,1.0,974.0986342621096
295680,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,551.3500366210938,1.0,5.713028134436277,8.0,5.7591400146484375,8.0,34.507622008563324,8.0,34.34273910522461,8.0,218.1192169189453,1.0,27.41107940673828,1.0,7.912017822265625,1.0,974.0986342621096
295706,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,600.8300170898438,1.0,4.692507317941359,8.0,4.736799716949463,8.0,34.39102756806999,8.0,34.22652053833008,8.0,236.37161254882812,1.0,28.539165496826172,1.0,7.910251617431641,1.0,974.0986342621096
295732,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,651.6300048828125,1.0,4.985720156096181,8.0,5.03708028793335,8.0,34.49750541998365,8.0,34.33230972290039,8.0,210.77818298339844,1.0,29.001361846923828,1.0,7.893022060394287,1.0,974.0986342621096
295758,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,701.4800415039062,1.0,4.706984504446036,8.0,4.761185169219971,8.0,34.50440464246205,8.0,34.3390007019043,8.0,206.8187255859375,1.0,29.99481201171875,1.0,7.887286186218262,1.0,974.0986342621096
295784,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,751.550048828125,1.0,4.296875239781431,8.0,4.3527302742004395,8.0,34.493260316777665,8.0,34.327728271484375,8.0,205.40658569335938,1.0,30.829814910888672,1.0,7.880574703216553,1.0,974.0986342621096
295810,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,800.8600463867188,1.0,4.096780405698382,8.0,4.155615329742432,8.0,34.50917172977619,8.0,34.3433837890625,8.0,201.00506591796875,1.0,31.5411376953125,1.0,7.874876499176025,1.0,974.0986342621096
295836,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,850.9800415039062,1.0,3.76487787902616,8.0,3.825434923171997,8.0,34.50035514077501,8.0,34.33444595336914,8.0,200.4796600341797,1.0,32.19121170043945,1.0,7.86615514755249,1.0,974.0986342621096
295862,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,901.5,1.0,3.6228739526740577,8.0,3.6867849826812744,8.0,34.52991792553646,8.0,34.363704681396484,8.0,193.41571044921875,1.0,32.54854965209961,1.0,7.861143589019775,1.0,974.0986342621096
295888,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,951.1700439453125,1.0,3.3480041285836837,8.0,3.413939952850342,8.0,34.54696032600987,8.0,34.380619049072266,8.0,188.8977813720703,1.0,33.287940979003906,1.0,7.851391315460205,1.0,974.0986342621096
295903,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,999.8800048828125,1.0,3.364374778089175,1.0,3.4347000122070312,1.0,34.58364228027546,1.0,34.41709899902344,1.0,182.5230255126953,1.0,33.65343475341797,1.0,7.847631931304932,1.0,974.0986342621096
295904,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,1099.5499267578125,1.0,3.076301208141159,1.0,3.152600049972534,1.0,34.636615540776454,1.0,34.469600677490234,1.0,174.9221649169922,1.0,34.08467483520508,1.0,7.838222980499268,1.0,974.0986342621096
295905,2021-09-01 02:22:02.000246272,1,-46.667,83.038,1,1198.7899169921875,1.0,2.879906817050804,1.0,2.9626998901367188,1.0,34.68450206858003,1.0,34.516998291015625,1.0,171.4736328125,1.0,34.113643646240234,1.0,7.833914279937744,1.0,974.0986342621096
